"type","number","percent","time"
"AC.KE","776","1.25","1474837207.07911"
"GO.KE","375","0.61","1474837207.07911"
"SC.KE","706","1.14","1474837207.07911"
"CO.KE","57495","92.79","1474837207.07911"
"INFO.KE","137","0.22","1474837207.07911"
"ME.KE","358","0.58","1474837207.07911"
"MOBI.KE","47","0.08","1474837207.07911"
"NE.KE","211","0.34","1474837207.07911"
"OR.KE","1858","3.00","1474837207.07911"
"AC.KE","776","1.25","1474844406.55789"
"GO.KE","375","0.61","1474844406.55789"
"SC.KE","706","1.14","1474844406.55789"
"CO.KE","57498","92.79","1474844406.55789"
"INFO.KE","137","0.22","1474844406.55789"
"ME.KE","358","0.58","1474844406.55789"
"MOBI.KE","47","0.08","1474844406.55789"
"NE.KE","211","0.34","1474844406.55789"
"OR.KE","1858","3.00","1474844406.55789"
"AC.KE","776","1.25","1474851606.70106"
"GO.KE","375","0.61","1474851606.70106"
"SC.KE","706","1.14","1474851606.70106"
"CO.KE","57498","92.79","1474851606.70106"
"INFO.KE","137","0.22","1474851606.70106"
"ME.KE","358","0.58","1474851606.70106"
"MOBI.KE","47","0.08","1474851606.70106"
"NE.KE","211","0.34","1474851606.70106"
"OR.KE","1858","3.00","1474851606.70106"
"AC.KE","776","1.25","1474858806.06928"
"GO.KE","375","0.61","1474858806.06928"
"SC.KE","706","1.14","1474858806.06928"
"CO.KE","57449","92.79","1474858806.06928"
"INFO.KE","137","0.22","1474858806.06928"
"ME.KE","358","0.58","1474858806.06928"
"MOBI.KE","47","0.08","1474858806.06928"
"NE.KE","210","0.34","1474858806.06928"
"OR.KE","1856","3.00","1474858806.06928"
"AC.KE","776","1.25","1474866008.25168"
"GO.KE","375","0.61","1474866008.25168"
"SC.KE","707","1.14","1474866008.25168"
"CO.KE","57457","92.79","1474866008.25168"
"INFO.KE","138","0.22","1474866008.25168"
"ME.KE","358","0.58","1474866008.25168"
"MOBI.KE","47","0.08","1474866008.25168"
"NE.KE","210","0.34","1474866008.25168"
"OR.KE","1856","3.00","1474866008.25168"
"AC.KE","776","1.25","1474873205.81897"
"GO.KE","375","0.61","1474873205.81897"
"SC.KE","707","1.14","1474873205.81897"
"CO.KE","57476","92.79","1474873205.81897"
"INFO.KE","138","0.22","1474873205.81897"
"ME.KE","358","0.58","1474873205.81897"
"MOBI.KE","47","0.08","1474873205.81897"
"NE.KE","210","0.34","1474873205.81897"
"OR.KE","1856","3.00","1474873205.81897"
"AC.KE","776","1.25","1474880406.14167"
"GO.KE","375","0.61","1474880406.14167"
"SC.KE","708","1.14","1474880406.14167"
"CO.KE","57487","92.79","1474880406.14167"
"INFO.KE","138","0.22","1474880406.14167"
"ME.KE","358","0.58","1474880406.14167"
"MOBI.KE","47","0.08","1474880406.14167"
"NE.KE","210","0.34","1474880406.14167"
"OR.KE","1856","3.00","1474880406.14167"
"AC.KE","776","1.25","1474887606.66599"
"GO.KE","375","0.61","1474887606.66599"
"SC.KE","708","1.14","1474887606.66599"
"CO.KE","57509","92.79","1474887606.66599"
"INFO.KE","138","0.22","1474887606.66599"
"ME.KE","358","0.58","1474887606.66599"
"MOBI.KE","47","0.08","1474887606.66599"
"NE.KE","210","0.34","1474887606.66599"
"OR.KE","1856","2.99","1474887606.66599"
"AC.KE","777","1.25","1474894807.21209"
"GO.KE","375","0.60","1474894807.21209"
"SC.KE","708","1.14","1474894807.21209"
"CO.KE","57532","92.79","1474894807.21209"
"INFO.KE","138","0.22","1474894807.21209"
"ME.KE","358","0.58","1474894807.21209"
"MOBI.KE","47","0.08","1474894807.21209"
"NE.KE","210","0.34","1474894807.21209"
"OR.KE","1857","3.00","1474894807.21209"
"AC.KE","777","1.25","1474902006.42999"
"GO.KE","375","0.60","1474902006.42999"
"SC.KE","708","1.14","1474902006.42999"
"CO.KE","57546","92.79","1474902006.42999"
"INFO.KE","138","0.22","1474902006.42999"
"ME.KE","358","0.58","1474902006.42999"
"MOBI.KE","47","0.08","1474902006.42999"
"NE.KE","210","0.34","1474902006.42999"
"OR.KE","1859","3.00","1474902006.42999"
"AC.KE","777","1.25","1474909207.1578"
"GO.KE","375","0.60","1474909207.1578"
"SC.KE","708","1.14","1474909207.1578"
"CO.KE","57554","92.79","1474909207.1578"
"INFO.KE","138","0.22","1474909207.1578"
"ME.KE","358","0.58","1474909207.1578"
"MOBI.KE","47","0.08","1474909207.1578"
"NE.KE","211","0.34","1474909207.1578"
"OR.KE","1859","3.00","1474909207.1578"
"AC.KE","777","1.25","1474916407.32233"
"GO.KE","375","0.60","1474916407.32233"
"SC.KE","708","1.14","1474916407.32233"
"CO.KE","57562","92.79","1474916407.32233"
"INFO.KE","138","0.22","1474916407.32233"
"ME.KE","358","0.58","1474916407.32233"
"MOBI.KE","47","0.08","1474916407.32233"
"NE.KE","211","0.34","1474916407.32233"
"OR.KE","1860","3.00","1474916407.32233"
"AC.KE","777","1.25","1474923609.58736"
"GO.KE","375","0.60","1474923609.58736"
"SC.KE","708","1.14","1474923609.58736"
"CO.KE","57563","92.79","1474923609.58736"
"INFO.KE","138","0.22","1474923609.58736"
"ME.KE","358","0.58","1474923609.58736"
"MOBI.KE","47","0.08","1474923609.58736"
"NE.KE","211","0.34","1474923609.58736"
"OR.KE","1860","3.00","1474923609.58736"
"AC.KE","777","1.25","1474930809.69324"
"GO.KE","375","0.60","1474930809.69324"
"SC.KE","708","1.14","1474930809.69324"
"CO.KE","57563","92.79","1474930809.69324"
"INFO.KE","138","0.22","1474930809.69324"
"ME.KE","358","0.58","1474930809.69324"
"MOBI.KE","47","0.08","1474930809.69324"
"NE.KE","211","0.34","1474930809.69324"
"OR.KE","1860","3.00","1474930809.69324"
"AC.KE","777","1.25","1474938006.88468"
"GO.KE","375","0.60","1474938006.88468"
"SC.KE","708","1.14","1474938006.88468"
"CO.KE","57563","92.79","1474938006.88468"
"INFO.KE","138","0.22","1474938006.88468"
"ME.KE","358","0.58","1474938006.88468"
"MOBI.KE","47","0.08","1474938006.88468"
"NE.KE","211","0.34","1474938006.88468"
"OR.KE","1860","3.00","1474938006.88468"
"AC.KE","776","1.25","1474945206.18467"
"GO.KE","374","0.60","1474945206.18467"
"SC.KE","708","1.14","1474945206.18467"
"CO.KE","57498","92.78","1474945206.18467"
"INFO.KE","138","0.22","1474945206.18467"
"ME.KE","358","0.58","1474945206.18467"
"MOBI.KE","47","0.08","1474945206.18467"
"NE.KE","211","0.34","1474945206.18467"
"OR.KE","1860","3.00","1474945206.18467"
"AC.KE","776","1.25","1474952407.55968"
"GO.KE","374","0.60","1474952407.55968"
"SC.KE","708","1.14","1474952407.55968"
"CO.KE","57500","92.78","1474952407.55968"
"INFO.KE","138","0.22","1474952407.55968"
"ME.KE","358","0.58","1474952407.55968"
"MOBI.KE","47","0.08","1474952407.55968"
"NE.KE","211","0.34","1474952407.55968"
"OR.KE","1860","3.00","1474952407.55968"
"AC.KE","776","1.25","1474959605.96785"
"GO.KE","374","0.60","1474959605.96785"
"SC.KE","708","1.14","1474959605.96785"
"CO.KE","57505","92.78","1474959605.96785"
"INFO.KE","138","0.22","1474959605.96785"
"ME.KE","358","0.58","1474959605.96785"
"MOBI.KE","47","0.08","1474959605.96785"
"NE.KE","211","0.34","1474959605.96785"
"OR.KE","1860","3.00","1474959605.96785"
"AC.KE","776","1.25","1474966806.86232"
"GO.KE","374","0.60","1474966806.86232"
"SC.KE","708","1.14","1474966806.86232"
"CO.KE","57516","92.79","1474966806.86232"
"INFO.KE","138","0.22","1474966806.86232"
"ME.KE","358","0.58","1474966806.86232"
"MOBI.KE","47","0.08","1474966806.86232"
"NE.KE","211","0.34","1474966806.86232"
"OR.KE","1860","3.00","1474966806.86232"
"AC.KE","776","1.25","1474974006.31779"
"GO.KE","374","0.60","1474974006.31779"
"SC.KE","708","1.14","1474974006.31779"
"CO.KE","57534","92.79","1474974006.31779"
"INFO.KE","138","0.22","1474974006.31779"
"ME.KE","358","0.58","1474974006.31779"
"MOBI.KE","47","0.08","1474974006.31779"
"NE.KE","211","0.34","1474974006.31779"
"OR.KE","1861","3.00","1474974006.31779"
"AC.KE","776","1.25","1474981207.38391"
"GO.KE","374","0.60","1474981207.38391"
"SC.KE","708","1.14","1474981207.38391"
"CO.KE","57557","92.78","1474981207.38391"
"INFO.KE","138","0.22","1474981207.38391"
"ME.KE","358","0.58","1474981207.38391"
"MOBI.KE","47","0.08","1474981207.38391"
"NE.KE","211","0.34","1474981207.38391"
"OR.KE","1864","3.00","1474981207.38391"
"AC.KE","776","1.25","1474988407.06787"
"GO.KE","374","0.60","1474988407.06787"
"SC.KE","708","1.14","1474988407.06787"
"CO.KE","57566","92.79","1474988407.06787"
"INFO.KE","138","0.22","1474988407.06787"
"ME.KE","358","0.58","1474988407.06787"
"MOBI.KE","47","0.08","1474988407.06787"
"NE.KE","211","0.34","1474988407.06787"
"OR.KE","1864","3.00","1474988407.06787"
"AC.KE","776","1.25","1474995607.02497"
"GO.KE","374","0.60","1474995607.02497"
"SC.KE","708","1.14","1474995607.02497"
"CO.KE","57573","92.78","1474995607.02497"
"INFO.KE","138","0.22","1474995607.02497"
"ME.KE","358","0.58","1474995607.02497"
"MOBI.KE","47","0.08","1474995607.02497"
"NE.KE","211","0.34","1474995607.02497"
"OR.KE","1865","3.01","1474995607.02497"
"AC.KE","776","1.25","1475002807.21864"
"GO.KE","374","0.60","1475002807.21864"
"SC.KE","708","1.14","1475002807.21864"
"CO.KE","57578","92.79","1475002807.21864"
"INFO.KE","138","0.22","1475002807.21864"
"ME.KE","358","0.58","1475002807.21864"
"MOBI.KE","47","0.08","1475002807.21864"
"NE.KE","211","0.34","1475002807.21864"
"OR.KE","1865","3.01","1475002807.21864"
"AC.KE","776","1.25","1475010006.84406"
"GO.KE","374","0.60","1475010006.84406"
"SC.KE","708","1.14","1475010006.84406"
"CO.KE","57579","92.79","1475010006.84406"
"INFO.KE","138","0.22","1475010006.84406"
"ME.KE","358","0.58","1475010006.84406"
"MOBI.KE","47","0.08","1475010006.84406"
"NE.KE","211","0.34","1475010006.84406"
"OR.KE","1865","3.01","1475010006.84406"
"AC.KE","776","1.25","1475017206.68863"
"GO.KE","374","0.60","1475017206.68863"
"SC.KE","708","1.14","1475017206.68863"
"CO.KE","57582","92.79","1475017206.68863"
"INFO.KE","138","0.22","1475017206.68863"
"ME.KE","358","0.58","1475017206.68863"
"MOBI.KE","47","0.08","1475017206.68863"
"NE.KE","211","0.34","1475017206.68863"
"OR.KE","1865","3.01","1475017206.68863"
"AC.KE","776","1.25","1475024406.90196"
"GO.KE","374","0.60","1475024406.90196"
"SC.KE","708","1.14","1475024406.90196"
"CO.KE","57583","92.79","1475024406.90196"
"INFO.KE","138","0.22","1475024406.90196"
"ME.KE","358","0.58","1475024406.90196"
"MOBI.KE","47","0.08","1475024406.90196"
"NE.KE","211","0.34","1475024406.90196"
"OR.KE","1865","3.01","1475024406.90196"
"AC.KE","776","1.25","1475031606.90519"
"GO.KE","374","0.60","1475031606.90519"
"SC.KE","708","1.14","1475031606.90519"
"CO.KE","57534","92.78","1475031606.90519"
"INFO.KE","138","0.22","1475031606.90519"
"ME.KE","358","0.58","1475031606.90519"
"MOBI.KE","47","0.08","1475031606.90519"
"NE.KE","211","0.34","1475031606.90519"
"OR.KE","1862","3.00","1475031606.90519"
"AC.KE","776","1.25","1475038806.84261"
"GO.KE","374","0.60","1475038806.84261"
"SC.KE","708","1.14","1475038806.84261"
"CO.KE","57534","92.78","1475038806.84261"
"INFO.KE","138","0.22","1475038806.84261"
"ME.KE","358","0.58","1475038806.84261"
"MOBI.KE","47","0.08","1475038806.84261"
"NE.KE","211","0.34","1475038806.84261"
"OR.KE","1862","3.00","1475038806.84261"
"AC.KE","777","1.25","1475046007.27193"
"GO.KE","374","0.60","1475046007.27193"
"SC.KE","708","1.14","1475046007.27193"
"CO.KE","57541","92.78","1475046007.27193"
"INFO.KE","138","0.22","1475046007.27193"
"ME.KE","358","0.58","1475046007.27193"
"MOBI.KE","47","0.08","1475046007.27193"
"NE.KE","211","0.34","1475046007.27193"
"OR.KE","1862","3.00","1475046007.27193"
"AC.KE","777","1.25","1475053206.91796"
"GO.KE","374","0.60","1475053206.91796"
"SC.KE","708","1.14","1475053206.91796"
"CO.KE","57558","92.79","1475053206.91796"
"INFO.KE","138","0.22","1475053206.91796"
"ME.KE","358","0.58","1475053206.91796"
"MOBI.KE","47","0.08","1475053206.91796"
"NE.KE","211","0.34","1475053206.91796"
"OR.KE","1862","3.00","1475053206.91796"
"AC.KE","777","1.25","1475060410.07486"
"GO.KE","374","0.60","1475060410.07486"
"SC.KE","708","1.14","1475060410.07486"
"CO.KE","57573","92.79","1475060410.07486"
"INFO.KE","138","0.22","1475060410.07486"
"ME.KE","358","0.58","1475060410.07486"
"MOBI.KE","47","0.08","1475060410.07486"
"NE.KE","211","0.34","1475060410.07486"
"OR.KE","1862","3.00","1475060410.07486"
"AC.KE","777","1.25","1475067607.72567"
"GO.KE","374","0.60","1475067607.72567"
"SC.KE","708","1.14","1475067607.72567"
"CO.KE","57599","92.79","1475067607.72567"
"INFO.KE","138","0.22","1475067607.72567"
"ME.KE","358","0.58","1475067607.72567"
"MOBI.KE","47","0.08","1475067607.72567"
"NE.KE","211","0.34","1475067607.72567"
"OR.KE","1863","3.00","1475067607.72567"
"AC.KE","777","1.25","1475074807.61188"
"GO.KE","374","0.60","1475074807.61188"
"SC.KE","710","1.14","1475074807.61188"
"CO.KE","57612","92.79","1475074807.61188"
"INFO.KE","138","0.22","1475074807.61188"
"ME.KE","358","0.58","1475074807.61188"
"MOBI.KE","47","0.08","1475074807.61188"
"NE.KE","211","0.34","1475074807.61188"
"OR.KE","1864","3.00","1475074807.61188"
"AC.KE","777","1.25","1475082009.63644"
"GO.KE","374","0.60","1475082009.63644"
"SC.KE","710","1.14","1475082009.63644"
"CO.KE","57621","92.78","1475082009.63644"
"INFO.KE","138","0.22","1475082009.63644"
"ME.KE","358","0.58","1475082009.63644"
"MOBI.KE","47","0.08","1475082009.63644"
"NE.KE","211","0.34","1475082009.63644"
"OR.KE","1866","3.00","1475082009.63644"
"AC.KE","777","1.25","1475089207.47172"
"GO.KE","374","0.60","1475089207.47172"
"SC.KE","710","1.14","1475089207.47172"
"CO.KE","57624","92.78","1475089207.47172"
"INFO.KE","138","0.22","1475089207.47172"
"ME.KE","358","0.58","1475089207.47172"
"MOBI.KE","47","0.08","1475089207.47172"
"NE.KE","211","0.34","1475089207.47172"
"OR.KE","1867","3.01","1475089207.47172"
"AC.KE","777","1.25","1475096409.55928"
"GO.KE","374","0.60","1475096409.55928"
"SC.KE","710","1.14","1475096409.55928"
"CO.KE","57632","92.78","1475096409.55928"
"INFO.KE","138","0.22","1475096409.55928"
"ME.KE","358","0.58","1475096409.55928"
"MOBI.KE","47","0.08","1475096409.55928"
"NE.KE","211","0.34","1475096409.55928"
"OR.KE","1867","3.01","1475096409.55928"
"AC.KE","777","1.25","1475103607.26209"
"GO.KE","374","0.60","1475103607.26209"
"SC.KE","710","1.14","1475103607.26209"
"CO.KE","57633","92.78","1475103607.26209"
"INFO.KE","138","0.22","1475103607.26209"
"ME.KE","358","0.58","1475103607.26209"
"MOBI.KE","47","0.08","1475103607.26209"
"NE.KE","211","0.34","1475103607.26209"
"OR.KE","1867","3.01","1475103607.26209"
"AC.KE","777","1.25","1475110807.28554"
"GO.KE","374","0.60","1475110807.28554"
"SC.KE","710","1.14","1475110807.28554"
"CO.KE","57634","92.78","1475110807.28554"
"INFO.KE","138","0.22","1475110807.28554"
"ME.KE","358","0.58","1475110807.28554"
"MOBI.KE","47","0.08","1475110807.28554"
"NE.KE","211","0.34","1475110807.28554"
"OR.KE","1867","3.01","1475110807.28554"
"AC.KE","776","1.25","1475118006.64413"
"GO.KE","374","0.60","1475118006.64413"
"SC.KE","710","1.14","1475118006.64413"
"CO.KE","57601","92.78","1475118006.64413"
"INFO.KE","138","0.22","1475118006.64413"
"ME.KE","358","0.58","1475118006.64413"
"MOBI.KE","47","0.08","1475118006.64413"
"NE.KE","211","0.34","1475118006.64413"
"OR.KE","1866","3.01","1475118006.64413"
"AC.KE","776","1.25","1475125206.73306"
"GO.KE","374","0.60","1475125206.73306"
"SC.KE","710","1.14","1475125206.73306"
"CO.KE","57602","92.78","1475125206.73306"
"INFO.KE","138","0.22","1475125206.73306"
"ME.KE","358","0.58","1475125206.73306"
"MOBI.KE","47","0.08","1475125206.73306"
"NE.KE","211","0.34","1475125206.73306"
"OR.KE","1866","3.01","1475125206.73306"
"AC.KE","776","1.25","1475132406.64376"
"GO.KE","374","0.60","1475132406.64376"
"SC.KE","710","1.14","1475132406.64376"
"CO.KE","57607","92.78","1475132406.64376"
"INFO.KE","138","0.22","1475132406.64376"
"ME.KE","358","0.58","1475132406.64376"
"MOBI.KE","47","0.08","1475132406.64376"
"NE.KE","211","0.34","1475132406.64376"
"OR.KE","1866","3.01","1475132406.64376"
"AC.KE","776","1.25","1475139606.81978"
"GO.KE","374","0.60","1475139606.81978"
"SC.KE","710","1.14","1475139606.81978"
"CO.KE","57623","92.78","1475139606.81978"
"INFO.KE","138","0.22","1475139606.81978"
"ME.KE","358","0.58","1475139606.81978"
"MOBI.KE","47","0.08","1475139606.81978"
"NE.KE","211","0.34","1475139606.81978"
"OR.KE","1867","3.01","1475139606.81978"
"AC.KE","776","1.25","1475146806.49439"
"GO.KE","374","0.60","1475146806.49439"
"SC.KE","710","1.14","1475146806.49439"
"CO.KE","57643","92.79","1475146806.49439"
"INFO.KE","138","0.22","1475146806.49439"
"ME.KE","358","0.58","1475146806.49439"
"MOBI.KE","47","0.08","1475146806.49439"
"NE.KE","211","0.34","1475146806.49439"
"OR.KE","1867","3.01","1475146806.49439"
"AC.KE","776","1.25","1475154007.0738"
"GO.KE","374","0.60","1475154007.0738"
"SC.KE","710","1.14","1475154007.0738"
"CO.KE","57659","92.79","1475154007.0738"
"INFO.KE","138","0.22","1475154007.0738"
"ME.KE","358","0.58","1475154007.0738"
"MOBI.KE","47","0.08","1475154007.0738"
"NE.KE","211","0.34","1475154007.0738"
"OR.KE","1867","3.00","1475154007.0738"
"AC.KE","777","1.25","1475161207.59912"
"GO.KE","374","0.60","1475161207.59912"
"SC.KE","711","1.14","1475161207.59912"
"CO.KE","57672","92.79","1475161207.59912"
"INFO.KE","138","0.22","1475161207.59912"
"ME.KE","358","0.58","1475161207.59912"
"MOBI.KE","47","0.08","1475161207.59912"
"NE.KE","211","0.34","1475161207.59912"
"OR.KE","1867","3.00","1475161207.59912"
"AC.KE","777","1.25","1475168407.44879"
"GO.KE","374","0.60","1475168407.44879"
"SC.KE","711","1.14","1475168407.44879"
"CO.KE","57683","92.79","1475168407.44879"
"INFO.KE","138","0.22","1475168407.44879"
"ME.KE","358","0.58","1475168407.44879"
"MOBI.KE","47","0.08","1475168407.44879"
"NE.KE","211","0.34","1475168407.44879"
"OR.KE","1867","3.00","1475168407.44879"
"AC.KE","777","1.25","1475175607.81745"
"GO.KE","374","0.60","1475175607.81745"
"SC.KE","711","1.14","1475175607.81745"
"CO.KE","57690","92.79","1475175607.81745"
"INFO.KE","138","0.22","1475175607.81745"
"ME.KE","358","0.58","1475175607.81745"
"MOBI.KE","47","0.08","1475175607.81745"
"NE.KE","211","0.34","1475175607.81745"
"OR.KE","1868","3.00","1475175607.81745"
"AC.KE","777","1.25","1475182806.59912"
"GO.KE","374","0.60","1475182806.59912"
"SC.KE","711","1.14","1475182806.59912"
"CO.KE","57696","92.79","1475182806.59912"
"INFO.KE","138","0.22","1475182806.59912"
"ME.KE","358","0.58","1475182806.59912"
"MOBI.KE","47","0.08","1475182806.59912"
"NE.KE","211","0.34","1475182806.59912"
"OR.KE","1868","3.00","1475182806.59912"
"AC.KE","777","1.25","1475190007.28143"
"GO.KE","374","0.60","1475190007.28143"
"SC.KE","711","1.14","1475190007.28143"
"CO.KE","57697","92.79","1475190007.28143"
"INFO.KE","138","0.22","1475190007.28143"
"ME.KE","358","0.58","1475190007.28143"
"MOBI.KE","47","0.08","1475190007.28143"
"NE.KE","211","0.34","1475190007.28143"
"OR.KE","1868","3.00","1475190007.28143"
"AC.KE","777","1.25","1475197207.81121"
"GO.KE","374","0.60","1475197207.81121"
"SC.KE","711","1.14","1475197207.81121"
"CO.KE","57697","92.79","1475197207.81121"
"INFO.KE","138","0.22","1475197207.81121"
"ME.KE","358","0.58","1475197207.81121"
"MOBI.KE","47","0.08","1475197207.81121"
"NE.KE","211","0.34","1475197207.81121"
"OR.KE","1868","3.00","1475197207.81121"
"AC.KE","777","1.25","1475204406.97468"
"GO.KE","374","0.60","1475204406.97468"
"SC.KE","711","1.14","1475204406.97468"
"CO.KE","57685","92.79","1475204406.97468"
"INFO.KE","137","0.22","1475204406.97468"
"ME.KE","358","0.58","1475204406.97468"
"MOBI.KE","47","0.08","1475204406.97468"
"NE.KE","211","0.34","1475204406.97468"
"OR.KE","1867","3.00","1475204406.97468"
"AC.KE","777","1.25","1475211607.27143"
"GO.KE","374","0.60","1475211607.27143"
"SC.KE","711","1.14","1475211607.27143"
"CO.KE","57685","92.79","1475211607.27143"
"INFO.KE","137","0.22","1475211607.27143"
"ME.KE","358","0.58","1475211607.27143"
"MOBI.KE","47","0.08","1475211607.27143"
"NE.KE","211","0.34","1475211607.27143"
"OR.KE","1868","3.00","1475211607.27143"
"AC.KE","777","1.25","1475218806.94825"
"GO.KE","374","0.60","1475218806.94825"
"SC.KE","711","1.14","1475218806.94825"
"CO.KE","57691","92.79","1475218806.94825"
"INFO.KE","137","0.22","1475218806.94825"
"ME.KE","358","0.58","1475218806.94825"
"MOBI.KE","47","0.08","1475218806.94825"
"NE.KE","211","0.34","1475218806.94825"
"OR.KE","1871","3.01","1475218806.94825"
"AC.KE","777","1.25","1475226007.22127"
"GO.KE","374","0.60","1475226007.22127"
"SC.KE","711","1.14","1475226007.22127"
"CO.KE","57705","92.79","1475226007.22127"
"INFO.KE","137","0.22","1475226007.22127"
"ME.KE","358","0.58","1475226007.22127"
"MOBI.KE","47","0.08","1475226007.22127"
"NE.KE","211","0.34","1475226007.22127"
"OR.KE","1871","3.01","1475226007.22127"
"AC.KE","777","1.25","1475233206.95038"
"GO.KE","374","0.60","1475233206.95038"
"SC.KE","711","1.14","1475233206.95038"
"CO.KE","57716","92.79","1475233206.95038"
"INFO.KE","137","0.22","1475233206.95038"
"ME.KE","359","0.58","1475233206.95038"
"MOBI.KE","47","0.08","1475233206.95038"
"NE.KE","211","0.34","1475233206.95038"
"OR.KE","1871","3.01","1475233206.95038"
"AC.KE","777","1.25","1475240406.83421"
"GO.KE","374","0.60","1475240406.83421"
"SC.KE","711","1.14","1475240406.83421"
"CO.KE","57738","92.79","1475240406.83421"
"INFO.KE","137","0.22","1475240406.83421"
"ME.KE","359","0.58","1475240406.83421"
"MOBI.KE","47","0.08","1475240406.83421"
"NE.KE","211","0.34","1475240406.83421"
"OR.KE","1872","3.01","1475240406.83421"
"AC.KE","777","1.25","1475247606.86386"
"GO.KE","374","0.60","1475247606.86386"
"SC.KE","711","1.14","1475247606.86386"
"CO.KE","57747","92.79","1475247606.86386"
"INFO.KE","137","0.22","1475247606.86386"
"ME.KE","359","0.58","1475247606.86386"
"MOBI.KE","47","0.08","1475247606.86386"
"NE.KE","211","0.34","1475247606.86386"
"OR.KE","1872","3.01","1475247606.86386"
"AC.KE","777","1.25","1475254806.69726"
"GO.KE","374","0.60","1475254806.69726"
"SC.KE","711","1.14","1475254806.69726"
"CO.KE","57755","92.79","1475254806.69726"
"INFO.KE","137","0.22","1475254806.69726"
"ME.KE","359","0.58","1475254806.69726"
"MOBI.KE","47","0.08","1475254806.69726"
"NE.KE","211","0.34","1475254806.69726"
"OR.KE","1872","3.01","1475254806.69726"
"AC.KE","777","1.25","1475262008.32267"
"GO.KE","374","0.60","1475262008.32267"
"SC.KE","711","1.14","1475262008.32267"
"CO.KE","57758","92.79","1475262008.32267"
"INFO.KE","137","0.22","1475262008.32267"
"ME.KE","359","0.58","1475262008.32267"
"MOBI.KE","47","0.08","1475262008.32267"
"NE.KE","211","0.34","1475262008.32267"
"OR.KE","1872","3.01","1475262008.32267"
"AC.KE","777","1.25","1475269207.56277"
"GO.KE","374","0.60","1475269207.56277"
"SC.KE","711","1.14","1475269207.56277"
"CO.KE","57760","92.79","1475269207.56277"
"INFO.KE","137","0.22","1475269207.56277"
"ME.KE","359","0.58","1475269207.56277"
"MOBI.KE","47","0.08","1475269207.56277"
"NE.KE","211","0.34","1475269207.56277"
"OR.KE","1872","3.01","1475269207.56277"
"AC.KE","777","1.25","1475276406.87472"
"GO.KE","374","0.60","1475276406.87472"
"SC.KE","711","1.14","1475276406.87472"
"CO.KE","57760","92.79","1475276406.87472"
"INFO.KE","137","0.22","1475276406.87472"
"ME.KE","359","0.58","1475276406.87472"
"MOBI.KE","47","0.08","1475276406.87472"
"NE.KE","211","0.34","1475276406.87472"
"OR.KE","1872","3.01","1475276406.87472"
"AC.KE","777","1.25","1475283606.69348"
"GO.KE","374","0.60","1475283606.69348"
"SC.KE","711","1.14","1475283606.69348"
"CO.KE","57760","92.79","1475283606.69348"
"INFO.KE","137","0.22","1475283606.69348"
"ME.KE","359","0.58","1475283606.69348"
"MOBI.KE","47","0.08","1475283606.69348"
"NE.KE","211","0.34","1475283606.69348"
"OR.KE","1872","3.01","1475283606.69348"
"AC.KE","775","1.25","1475290807.0456"
"GO.KE","373","0.60","1475290807.0456"
"SC.KE","710","1.14","1475290807.0456"
"CO.KE","57721","92.79","1475290807.0456"
"INFO.KE","137","0.22","1475290807.0456"
"ME.KE","359","0.58","1475290807.0456"
"MOBI.KE","47","0.08","1475290807.0456"
"NE.KE","211","0.34","1475290807.0456"
"OR.KE","1871","3.01","1475290807.0456"
"AC.KE","775","1.25","1475298007.04809"
"GO.KE","373","0.60","1475298007.04809"
"SC.KE","710","1.14","1475298007.04809"
"CO.KE","57723","92.79","1475298007.04809"
"INFO.KE","137","0.22","1475298007.04809"
"ME.KE","359","0.58","1475298007.04809"
"MOBI.KE","47","0.08","1475298007.04809"
"NE.KE","211","0.34","1475298007.04809"
"OR.KE","1871","3.01","1475298007.04809"
"AC.KE","775","1.25","1475305206.73677"
"GO.KE","373","0.60","1475305206.73677"
"SC.KE","710","1.14","1475305206.73677"
"CO.KE","57727","92.79","1475305206.73677"
"INFO.KE","137","0.22","1475305206.73677"
"ME.KE","359","0.58","1475305206.73677"
"MOBI.KE","47","0.08","1475305206.73677"
"NE.KE","211","0.34","1475305206.73677"
"OR.KE","1871","3.01","1475305206.73677"
"AC.KE","775","1.25","1475312406.18493"
"GO.KE","373","0.60","1475312406.18493"
"SC.KE","710","1.14","1475312406.18493"
"CO.KE","57736","92.79","1475312406.18493"
"INFO.KE","137","0.22","1475312406.18493"
"ME.KE","359","0.58","1475312406.18493"
"MOBI.KE","47","0.08","1475312406.18493"
"NE.KE","211","0.34","1475312406.18493"
"OR.KE","1871","3.01","1475312406.18493"
"AC.KE","775","1.25","1475319606.47291"
"GO.KE","373","0.60","1475319606.47291"
"SC.KE","710","1.14","1475319606.47291"
"CO.KE","57742","92.79","1475319606.47291"
"INFO.KE","137","0.22","1475319606.47291"
"ME.KE","359","0.58","1475319606.47291"
"MOBI.KE","47","0.08","1475319606.47291"
"NE.KE","211","0.34","1475319606.47291"
"OR.KE","1872","3.01","1475319606.47291"
"AC.KE","775","1.25","1475326806.74333"
"GO.KE","373","0.60","1475326806.74333"
"SC.KE","710","1.14","1475326806.74333"
"CO.KE","57747","92.79","1475326806.74333"
"INFO.KE","137","0.22","1475326806.74333"
"ME.KE","359","0.58","1475326806.74333"
"MOBI.KE","47","0.08","1475326806.74333"
"NE.KE","211","0.34","1475326806.74333"
